Frame,TrackID,X1,Y1,X2,Y2
134,8,539.0,262.0,555.0,291.0
135,8,539.0,262.0,555.0,291.0
136,8,538.0,263.0,554.0,291.0
137,8,538.0,263.0,554.0,291.0
138,8,537.8037503187342,263.18975201221207,553.8167456568417,291.26943962339675
139,8,537.6024194392963,263.39953000638826,553.598520547927,291.4495927038939
140,8,537.4010885598178,263.6093080005644,553.380295439053,291.62974578439105
141,8,537.1997576802987,263.8190859947406,553.1620703302199,291.8098988648882
142,8,536.9984268007389,264.0288639889167,552.9438452214273,291.9900519453853
143,8,536.7970959211384,264.2386419830929,552.7256201126754,292.17020502588247
144,8,536.5957650414972,264.44841997726905,552.5073950039641,292.3503581063796
145,8,536.3944341618154,264.65819797144525,552.2891698952936,292.53051118687677
146,8,536.1931032820929,264.8679759656214,552.0709447866639,292.7106642673739
147,8,535.9917724023296,265.0777539597976,551.8527196780745,292.89081734787106
148,8,535.7904415225257,265.2875319539737,551.634494569526,293.0709704283682
149,8,535.5891106426812,265.4973099481499,551.4162694610184,293.25112350886536
150,8,535.387779762796,265.7070879423261,551.1980443525512,293.43127658936254
151,8,535.1864488828701,265.91686593650223,550.9798192441247,293.61142966985966
152,8,534.9851180029035,266.1266439306784,550.761594135739,293.79158275035684
153,8,534.7837871228962,266.33642192485456,550.5433690273939,293.97173583085396
154,8,534.5824562428483,266.54619991903076,550.3251439190893,294.15188891135114
155,8,534.3811253627596,266.7559779132069,550.1069188108255,294.33204199184826
156,8,534.1797944826303,266.9657559073831,549.8886937026025,294.51219507234543
157,8,533.9784636024604,267.1755339015592,549.6704685944202,294.69234815284256
158,8,543.0,275.0,559.0,303.0
159,8,543.0,275.0,559.0,303.0
160,8,543.2914078732117,275.699370145957,559.2660845489858,303.6919816159583
161,8,543.5128575721099,276.2329696124366,559.4847098295934,304.22063161910853
162,8,543.7343072710285,276.7665690789162,559.7033351101807,304.74928162225876
163,8,543.9557569699675,277.30016854539576,559.9219603907475,305.27793162540905
164,8,544.1772066689269,277.8337680118753,560.1405856712938,305.80658162855923
165,8,544.3986563679068,278.3673674783549,560.3592109518198,306.33523163170946
166,8,544.6201060669072,278.90096694483447,560.5778362323255,306.86388163485975
167,8,544.8415557659279,279.43456641131405,560.7964615128105,307.39253163801
168,8,545.063005464969,279.96816587779364,561.0150867932753,307.9211816411603
169,8,545.2844551640306,280.5017653442732,561.2337120737196,308.4498316443105
170,8,545.5059048631126,281.03536481075275,561.4523373541435,308.9784816474607
171,8,545.727354562215,281.56896427723234,561.670962634547,309.507131650611
172,8,545.9488042613378,282.1025637437119,561.88958791493,310.0357816537612
173,8,546.1702539604812,282.6361632101915,562.1082131952927,310.56443165691144
174,8,546.3917036596448,283.1697626766711,562.3268384756348,311.0930816600617
175,8,546.613153358829,283.7033621431506,562.5454637559567,311.6217316632119
176,8,546.8346030580335,284.2369616096302,562.764089036258,312.1503816663622
177,8,547.0560527572584,284.7705610761098,562.9827143165388,312.6790316695124
178,8,547.2775024565038,285.3041605425894,563.2013395967995,313.20768167266266
179,8,547.4989521557696,285.837760009069,563.4199648770395,313.73633167581295
180,8,547.7204018550558,286.3713594755485,563.6385901572592,314.2649816789631
181,8,547.9418515543624,286.9049589420281,563.8572154374584,314.79363168211336
182,8,548.1633012536895,287.4385584085077,564.0758407176372,315.32228168526365
183,8,548.3847509530369,287.97215787498726,564.2944659977956,315.8509316884139
184,8,548.6062006524049,288.50575734146685,564.5130912779337,316.37958169156417
185,8,548.8276503517932,289.03935680794643,564.7317165580511,316.9082316947144
186,8,549.049100051202,289.57295627442596,564.9503418381483,317.4368816978646
187,8,549.2705497506312,290.10655574090555,565.168967118225,317.96553170101487
188,8,549.4919994500807,290.64015520738513,565.3875923982813,318.4941817041651
189,8,549.7134491495507,291.1737546738647,565.6062176783171,319.02283170731533
190,8,549.9348988490411,291.7073541403443,565.8248429583325,319.5514817104656
191,8,550.156348548552,292.24095360682384,566.0434682383276,320.0801317136158
192,8,544.0,370.0,562.0,402.0
193,8,544.0,370.0,562.0,402.0
194,8,543.935920484425,374.042962352486,562.1636438524797,406.2179260617871
195,8,543.9318113731583,377.0631621084532,562.2338826795633,409.3693700384375
196,8,543.9277022797112,380.0833618644204,562.3041214888274,412.5208140150879
197,8,543.9235932040835,383.10356162038755,562.374360280272,415.6722579917382
198,8,543.9194841462754,386.12376137635476,562.444599053897,418.8237019683886
199,8,543.9153751062868,389.143961132322,562.5148378097026,421.975145945039
200,8,543.9112660841176,392.16416088828913,562.5850765476888,425.1265899216893
201,8,543.907157079768,395.18436064425634,562.6553152678554,428.2780338983397
202,8,543.9030480932378,398.20456040022356,562.7255539702023,431.4294778749901
203,8,543.8989391245271,401.2247601561907,562.79579265473,434.58092185164037
204,8,543.894830173636,404.2449599121579,562.8660313214381,437.73236582829077
205,8,543.8907212405643,407.26515966812514,562.9362699703266,440.8838098049411
206,8,543.8866123253122,410.28535942409235,563.0065086013958,444.0352537815915
207,8,543.8825034278796,413.3055591800595,563.0767472146455,447.18669775824185
208,8,543.8783945482663,416.3257589360267,563.1469858100755,450.3381417348922
209,8,543.8742856864727,419.3459586919939,563.2172243876862,453.4895857115426
210,8,543.8701768424985,422.3661584479611,563.2874629474773,456.64102968819293
211,8,543.8660680163438,425.3863582039283,563.3577014894488,459.79247366484327
212,8,543.8619592080087,428.4065579598955,563.427940013601,462.94391764149367
213,8,543.857850417493,431.42675771586266,563.4981785199336,466.09536161814395
214,8,543.8537416447967,434.4469574718299,563.5684170084467,469.24680559479435
215,8,543.8496328899201,437.4671572277971,563.6386554791404,472.39824957144475
216,8,543.8455241528629,440.48735698376424,563.7088939320146,475.54969354809504
217,8,543.8414154336252,443.50755673973146,563.7791323670691,478.70113752474543
218,8,543.837306732207,446.52775649569867,563.8493707843043,481.8525815013958
219,8,543.8331980486083,449.5479562516658,563.9196091837199,485.0040254780461
220,8,543.8290893828291,452.56815600763304,563.989847565316,488.1554694546965
221,8,543.8249807348694,455.58835576360025,564.0600859290927,491.30691343134686
222,8,543.8208721047292,458.6085555195674,564.1303242750498,494.4583574079972
223,8,543.8167634924085,461.6287552755346,564.2005626031876,497.6098013846476
224,8,543.8126548979072,464.6489550315018,564.2708009135056,500.76124536129794
225,8,543.8085463212255,467.66915478746904,564.3410392060043,503.91268933794834
226,8,543.8044377623634,470.6893545434362,564.4112774806835,507.0641333145986
227,8,543.8003292213207,473.7095542994034,564.4815157375432,510.215577291249
228,8,543.7962206980974,476.7297540553706,564.5517539765832,513.3670212678994
229,8,543.7921121926937,479.7499538113378,564.6219921978039,516.5184652445497
230,8,543.7880037051094,482.770153567305,564.692230401205,519.6699092212001
231,8,543.7838952353447,485.7903533232722,564.7624685867868,522.8213531978505
232,8,543.7797867833995,488.81055307923936,564.8327067545489,525.9727971745008
233,8,543.7756783492738,491.83075283520657,564.9029449044916,529.1242411511512
234,8,543.7715699329675,494.85095259117384,564.9731830366148,532.2756851278016
235,8,543.7674615344808,497.87115234714105,565.0434211509186,535.427129104452
236,8,543.7633531538136,500.8913521031083,565.1136592474027,538.5785730811024
237,8,543.7592447909658,503.9115518590756,565.1838973260674,541.7300170577529
238,8,543.7551364459375,506.9317516150428,565.2541353869126,544.8814610344032
239,8,543.7510281187288,509.95195137101007,565.3243734299382,548.0329050110537
240,8,543.7469198093395,512.9721511269773,565.3946114551444,551.1843489877041
241,8,543.7428115177698,515.9923508829446,565.4648494625312,554.3357929643545
242,8,543.7387032440196,519.0125506389119,565.5350874520984,557.487236941005
243,8,543.7345949880888,522.032750394879,565.6053254238461,560.6386809176553
244,8,549.0,466.0,568.0,497.0
245,8,549.5464503634646,467.60051340473905,567.7022447780931,498.54574894419125
246,8,549.6940829811477,469.1305617657213,567.8123687969259,500.01180044632116
247,8,549.8417156792858,470.66061012670355,567.9224927353036,501.477851948451
248,8,549.9893484578788,472.1906584876858,568.0326165932263,502.94390345058093
249,8,550.1369813169267,473.72070684866804,568.142740370694,504.40995495271085
250,8,550.2846142564297,475.2507552096503,568.2528640677068,505.87600645484076
251,8,550.4322472763877,476.78080357063254,568.3629876842648,507.3420579569706
252,8,550.5798803768005,478.3108519316148,568.4731112203676,508.80810945910054
253,8,550.7275135576683,479.84090029259704,568.5832346760155,510.2741609612304
254,8,550.8751468189911,481.37094865357926,568.6933580512085,511.74021246336025
255,8,551.0227801607689,482.90099701456154,568.8034813459466,513.2062639654902
256,8,551.1704135830016,484.43104537554376,568.9136045602296,514.67231546762
257,8,551.3180470856893,485.96109373652604,569.0237276940576,516.13836696975
258,8,551.4656806688319,487.49114209750826,569.1338507474306,517.6044184718799
259,8,551.6133143324295,489.02119045849054,569.2439737203489,519.0704699740097
260,8,551.760948076482,490.55123881947276,569.354096612812,520.5365214761396
261,8,551.9085819009896,492.081287180455,569.4642194248203,522.0025729782695
262,8,552.0562158059521,493.61133554143726,569.5743421563735,523.4686244803994
263,8,552.2038497913695,495.1413839024195,569.6844648074718,524.9346759825293
264,8,552.351483857242,496.67143226340175,569.7945873781152,526.4007274846592
265,8,552.4991180035694,498.201480624384,569.9047098683036,527.8667789867891
266,8,552.6467522303517,499.7315289853663,570.0148322780369,529.3328304889191
267,8,552.7943865375889,501.2615773463486,570.1249546073153,530.7988819910489
268,8,552.9420209252812,502.7916257073309,570.2350768561388,532.2649334931789
269,8,553.0896553934285,504.3216740683132,570.3451990245075,533.7309849953089
270,8,553.2372899420307,505.8517224292955,570.455321112421,535.1970364974388
271,8,553.3849245710878,507.3817707902778,570.5654431198795,536.6630879995688
272,8,553.5325592805999,508.9118191512601,570.6755650468832,538.1291395016987
273,8,553.680194070567,510.4418675122424,570.7856868934318,539.5951910038286
274,8,553.8278289409891,511.9719158732247,570.8958086595256,541.0612425059586
275,8,553.9754638918661,513.501964234207,571.0059303451643,542.5272940080885
276,8,554.1230989231981,515.0320125951894,571.1160519503482,543.9933455102185
277,8,554.2707340349849,516.5620609561716,571.2261734750768,545.4593970123485
278,8,554.4183692272269,518.0921093171539,571.3362949193508,546.9254485144784
279,8,554.5660044999237,519.6221576781362,571.4464162831696,548.3915000166083
280,8,554.7136398530755,521.1522060391185,571.5565375665336,549.8575515187382
281,8,554.8612752866823,522.6822544001009,571.6666587694425,551.3236030208683
282,8,555.008910800744,524.2123027610832,571.7767798918966,552.7896545229981
283,8,555.1565463952608,525.7423511220654,571.8869009338956,554.2557060251281
284,8,555.3041820702324,527.2723994830477,571.9970218954397,555.721757527258
285,8,555.4518178256591,528.80244784403,572.1071427765288,557.187809029388
286,8,555.5994536615407,530.3324962050124,572.217263577163,558.653860531518
287,8,555.7470895778772,531.8625445659947,572.3273842973422,560.1199120336479
288,8,555.8947255746688,533.3925929269769,572.4375049370665,561.5859635357779
289,8,556.0423616519153,534.9226412879592,572.5476254963357,563.0520150379077
290,8,556.1899978096167,536.4526896489416,572.65774597515,564.5180665400378
291,8,556.337634047773,537.9827380099239,572.7678663735093,565.9841180421677
292,8,556.4852703663844,539.5127863709062,572.8779866914136,567.4501695442976
293,8,556.6329067654508,541.0428347318884,572.9881069288632,568.9162210464276
294,8,556.780543244972,542.5728830928707,573.0982270858575,570.3822725485575
295,8,556.9281798049483,544.1029314538531,573.2083471623971,571.8483240506876
296,8,557.0758164453796,545.6329798148354,573.3184671584817,573.3143755528174
297,8,557.2234531662657,547.1630281758177,573.4285870741112,574.7804270549474
298,8,557.3710899676068,548.6930765367999,573.5387069092858,576.2464785570772
299,8,557.5187268494029,550.2231248977823,573.6488266640054,577.7125300592073
300,8,557.666363811654,551.7531732587646,573.7589463382701,579.1785815613373
301,8,557.8140008543601,553.2832216197469,573.8690659320798,580.6446330634672
302,8,557.961637977521,554.8132699807292,573.9791854454346,582.1106845655971
303,8,558.109275181137,556.3433183417114,574.0893048783344,583.576736067727
304,8,558.256912465208,557.8733667026938,574.1994242307792,585.0427875698571
305,8,558.4045498297338,559.4034150636761,574.3095435027691,586.5088390719869
306,8,558.5521872747147,560.9334634246584,574.419662694304,587.9748905741169
307,8,558.6998248001505,562.4635117856407,574.529781805384,589.4409420762468
308,8,558.8474624060412,563.9935601466229,574.6399008360089,590.9069935783767
309,8,558.995100092387,565.5236085076053,574.750019786179,592.3730450805068
310,8,559.1427378591877,567.0536568685876,574.860138655894,593.8390965826367
311,8,559.2903757064433,568.5837052295699,574.9702574451541,595.3051480847666
312,8,559.438013634154,570.1137535905522,575.0803761539593,596.7711995868965
313,8,559.5856516423196,571.6438019515346,575.1904947823094,598.2372510890266
314,8,559.7332897309401,573.1738503125168,575.3006133302046,599.7033025911564
315,8,559.8809279000156,574.7038986734991,575.4107317976449,601.1693540932864
316,8,560.028566149546,576.2339470344814,575.52085018463,602.6354055954164
317,8,560.1762044795315,577.7639953954637,575.6309684911604,604.1014570975462
318,8,560.3238428899718,579.2940437564461,575.7410867172357,605.5675085996763
319,8,560.4714813808672,580.8240921174283,575.8512048628561,607.0335601018062
320,8,698.0,436.0,718.0,476.0
321,8,698.0,435.0,718.0,476.0
322,8,700.4355113687177,434.2698482614781,721.7346692248489,475.1609907021462
323,8,702.5699531334901,433.45381109465694,723.9812252677857,474.56071974984104
324,8,704.7043963305025,432.6377739278357,726.2277798784826,473.9604487975358
325,8,706.838840959755,431.82173676101456,728.4743330569394,473.3601778452306
326,8,708.9732870212474,431.0056995941934,730.7208848031561,472.7599068929254
327,8,711.1077345149799,430.18966242737224,732.9674351171328,472.1596359406202
328,8,713.2421834409525,429.3736252605511,735.2139839988696,471.55936498831505
329,8,715.3766337991651,428.5575880937299,737.4605314483663,470.95909403600984
330,8,717.5110855896178,427.7415509269087,739.7070774656229,470.3588230837046
331,8,719.6455388123104,426.92551376008754,741.9536220506394,469.7585521313994
332,8,721.7799934672431,426.1094765932664,744.200165203416,469.1582811790942
333,8,723.9144495544159,425.2934394264452,746.4467069239525,468.55801022678907
334,8,726.0489070738287,424.47740225962406,748.693247212249,467.95773927448386
335,8,728.1833660254815,423.66136509280284,750.9397860683056,467.3574683221786
336,8,730.3178264093743,422.8453279259817,753.1863234921219,466.75719736987344
337,8,732.4522882255072,422.0292907591605,755.4328594836984,466.15692641756823
338,8,734.5867514738801,421.21325359233936,757.6793940430347,465.556655465263
339,8,736.721216154493,420.3972164255182,759.925927170131,464.95638451295787
340,8,738.8556822673461,419.581179258697,762.1724588649873,464.3561135606526
341,8,740.9901498124391,418.7651420918758,764.4189891276035,463.7558426083474
342,8,743.1246187897722,417.94910492505466,766.6655179579798,463.15557165604224
343,8,745.2590891993452,417.1330677582335,768.9120453561159,462.55530070373703
344,8,747.3935610411584,416.31703059141233,771.158571322012,461.9550297514319
345,8,749.5280343152115,415.5009934245911,773.405095855668,461.3547587991266
346,8,751.6625090215047,414.68495625776995,775.6516189570841,460.7544878468214
347,8,753.7969851600379,413.8689190909488,777.8981406262602,460.15421689451625
348,8,755.9314627308112,413.05288192412763,780.1446608631961,459.55394594221104
349,8,758.0659417338245,412.23684475730647,782.3911796678922,458.95367498990583
350,8,760.2004221690779,411.4208075904853,784.6376970403481,458.3534040376007
351,8,762.3349040365712,410.6047704236641,786.8842129805639,457.7531330852954
352,8,764.4693873363046,409.78873325684293,789.1307274885398,457.15286213299026
353,8,766.6038720682781,408.97269609002177,791.3772405642757,456.55259118068506
354,8,768.7383582324916,408.1566589232006,793.6237522077714,455.95232022837985
355,8,770.8728458289451,407.34062175637945,795.8702624190272,455.3520492760747
356,8,773.0073348576386,406.52458458955823,798.1167711980429,454.75177832376943
357,8,775.1418253185722,405.70854742273707,800.3632785448185,454.1515073714643
358,8,777.2763172117459,404.8925102559159,802.6097844593543,453.55123641915907
359,8,779.4108105371595,404.07647308909475,804.8562889416498,452.95096546685386
360,8,781.5453052948131,403.2604359222736,807.1027919917053,452.3506945145487
361,8,783.6798014847069,402.4443987554524,809.3492936095209,451.7504235622435
362,8,785.8142991068406,401.6283615886312,811.5957937950964,451.15015260993823
363,8,787.9487981612144,400.81232442181005,813.8422925484318,450.5498816576331
364,8,790.0832986478283,399.9962872549889,816.0887898695273,449.94961070532787
365,8,792.2178005666822,399.1802500881677,818.3352857583827,449.3493397530227
366,8,794.3523039177761,398.36421292134656,820.5817802149982,448.7490688007175
367,8,796.48680870111,397.54817575452535,822.8282732393734,448.14879784841224
368,8,798.621314916684,396.7321385877042,825.0747648315087,447.5485268961071
369,8,800.755822564498,395.916101420883,827.321254991404,446.9482559438019
370,8,802.890331644552,395.10006425406186,829.5677437190592,446.3479849914967
371,8,805.0248421568461,394.2840270872407,831.8142310144743,445.7477140391915
372,8,807.1593541013802,393.4679899204195,834.0607168776495,445.14744308688626
373,8,809.2938674781544,392.6519527535983,836.3072013085847,444.54717213458105
374,8,811.4283822871686,391.83591558677716,838.5536843072797,443.9469011822759
375,8,813.5628985284228,391.019878419956,840.8001658737347,443.3466302299707
376,8,815.697416201917,390.20384125313484,843.0466460079497,442.74635927766553
377,8,817.8319353076513,389.3878040863136,845.2931247099247,442.14608832536027
378,8,819.9664558456257,388.57176691949246,847.5396019796597,441.54581737305506
379,8,822.10097781584,387.7557297526713,849.7860778171545,440.9455464207499
380,8,824.2355012182944,386.93969258585014,852.0325522224094,440.3452754684447
381,8,826.3700260529889,386.123655419029,854.2790251954243,439.7450045161395
382,8,828.5045523199234,385.3076182522078,856.5254967361991,439.14473356383434
383,8,830.6390800190978,384.4915810853866,858.7719668447338,438.54446261152907
384,8,832.7736091505124,383.67554391856544,861.0184355210286,437.9441916592239
385,8,834.908139714167,382.8595067517443,863.2649027650832,437.3439207069187
386,8,837.0426717100615,382.0434695849231,865.5113685768979,436.7436497546135
387,8,839.1772051381962,381.22743241810196,867.7578329564725,436.14337880230835
388,8,841.3117399985709,380.41139525128074,870.0042959038071,435.5431078500031
389,8,843.4462762911857,379.5953580844596,872.2507574189017,434.94283689769793
390,8,845.5808140160403,378.7793209176384,874.4972175017562,434.3425659453927
391,8,847.7153531731351,377.96328375081725,876.7436761523705,433.7422949930875
392,8,849.84989376247,377.1472465839961,878.9901333707451,433.14202404078236
393,8,851.9844357840449,376.33120941717493,881.2365891568795,432.54175308847715
394,8,854.1189792378597,375.5151722503537,883.4830435107738,431.9414821361719
395,8,856.2535241239146,374.69913508353255,885.7294964324282,431.34121118386673
396,8,858.3880704422096,373.8830979167114,887.9759479218425,430.7409402315615
397,8,860.5226181927446,373.06706074989023,890.2223979790167,430.1406692792564
398,8,862.6571673755196,372.25102358306907,892.468846603951,429.54039832695116
399,8,864.7917179905347,371.43498641624785,894.7152937966451,428.9401273746459
400,8,866.9262700377898,370.6189492494267,896.9617395570992,428.33985642234074
401,8,869.0608235172849,369.80291208260553,899.2081838853134,427.73958547003554
